,Datetime,Tweet Id,Text,Username
29,2021-07-29 06:10:01+00:00,1420627656324919299,@EntelPeru Gracias 🇵🇪,jenita1415
30,2021-07-29 06:06:57+00:00,1420626882186383360,"@EntelPeru #LovePorElPeru Por nuestra Extraordinaria historia y nuestros héroes que lucharon por nuestra libertad e independencia, Tupac Amaru, José Olaya, Miguel Grau, Andrés A. Cáceres, María Parado de Bellido, Francisco Bolognesi y muchos más que dieron la vida por  nuestro ❤️ Perú 🇵🇪🇵🇪",jenita1415
31,2021-07-29 05:44:49+00:00,1420621312435933184,"@EntelPeru Por nuestra Extraordinaria, historia, nuestros héroes que lucharon por nuestra libertad e independencia, Tupac Amaru, José Olaya, María Parado de Bellido, Miguel Grau, Andrés Avelino Cáceres, Francisco Bolognesi, y muchos más que dieron la vida, ante que entregaa nuestro PERÚ 🇵🇪",jenita1415
32,2021-07-29 05:35:47+00:00,1420619038867267585,"@EntelPeru Solía sentirme orgullosa de las cosas materiales pero ahora son las personas, los que se esfuerzan todos los días por hacer las cosas bien, que piensan en el bien común más que en el personal y a los que en cualquier lugar dejan el nombre Perú en alto.  
#LovePorElPeru",ErikaVRP3
33,2021-07-29 05:24:45+00:00,1420616264595251201,@EntelPeru #LovePorElPeru pero lo mandamos a la M votando por el Comunismo,enos_qh
34,2021-07-29 05:05:30+00:00,1420611420505395202,@EntelPeru 🦩🐉🐲🦕🦕🐀🐀probando los emoticones,CuentaSamael
35,2021-07-29 04:10:13+00:00,1420597507889979393,@EntelPeru Justo el día que se entregan de nalgas al comunismo,BerettaEdgar
36,2021-07-29 03:47:39+00:00,1420591826235535360,@bitelperu @ClaroArgentina @EntelPeru @MovistarPeru Gracias 😬🤙,sangreazvl1901
37,2021-07-29 03:46:29+00:00,1420591533980626944,@sangreazvl1901 @ClaroArgentina @EntelPeru @MovistarPeru @sangreazvl1901 recuerda que estamos a tu disposición para apoyarte vía whatsapp al 930123123 o a nuestro inbox de Facebook.,bitelperu
38,2021-07-29 03:45:14+00:00,1420591217189003265,@DJRAW2009 @JaimeChincha @MovistarPeru @ClaroPeru @EntelPeru @DJRAW2009 escríbenos por Whatsapp al 931123123 o a nuestro inbox de Facebook para apoyarte con tus consultas.,bitelperu
39,2021-07-29 03:16:28+00:00,1420583977975439360,"@EntelPeru #lovePorElPERÚ pais de grandes hombres y mujeres luchadores, de gran ingenio, creadores de una de las mejores gastronomias del mundo, con un riquisimo legado de cultura, un ejm de arquitectura al mundo con nuestra maravilla Machu Picchu, hermosas playas, flora y fauna sin igual,",AdazolAriam
40,2021-07-29 03:01:00+00:00,1420580085254529032,"@EntelPeru @littlepipedream En vez de invertir en comerciales ""bonitos"" inviertan en infraesteuctura de TI.",fe1ipo
41,2021-07-29 02:47:41+00:00,1420576736354488321,@EntelPeru Ohh Gracias por la oportunidad ^^!!!,Angeles04451953
42,2021-07-29 01:34:27+00:00,1420558307438252033,"@EntelPeru #lovePorElPeru me siento orgullosa de ser peruana y soy feliz y de toda la gente trabajadora, fuerte y lucho a de este lindo país a conocer el Perú primero y luego el extranjero. Que viva el bicentenario del Perú.",AmparoTevil
43,2021-07-29 01:09:02+00:00,1420551911644831745,"@EntelPeru Jajakjsja llego tarde pero

Imagínate decir que tienes la mejor gastronomía, patrimonios culturales, una maravilla del mundo, una maravillosa diversidad en fauna y flora, un sueño para muchos una realidad para todos los peruanos. 🇵🇪🕺

#LovePorElPerú",Angeles04451953
44,2021-07-29 00:49:12+00:00,1420546916845330435,@EntelPeru @BTS_twt Tio Entel necesitamos su ayuda J-Hope necesita saber cuanto nosotrxs los amamos encerio les agraderia mucho 💗 ✨,acrowens
45,2021-07-29 00:15:13+00:00,1420538368081944580,@JaimeChincha @MovistarPeru @ClaroPeru @EntelPeru de ustedes depende... apoyen al nuevo presi 😅,luisaspen3
46,2021-07-28 23:54:31+00:00,1420533158013980677,@EntelPeru Para que no cuenten con estas empresas. https://t.co/sc5vBgNFO9,chiarellacardo
47,2021-07-28 23:41:42+00:00,1420529929985400833,@EntelPeru hazte una y pásale datos a @KeikoFujimori y @KenjiFujimoriH,PeruParalelo
48,2021-07-28 23:23:54+00:00,1420525453736038402,"@EntelPeru Estoy escribiendo y me ignoran, dejen de llamar, eliminen mi número de su base de datos, no soy su cliente, no les debo, saben que lo que hacen es hostigamiento?? Eso es un delito penado señores!!",Chavelita91
49,2021-07-28 23:15:29+00:00,1420523334144569346,@EntelPeru Los voy a denunciar ante Indecopi por hostigamiento!! No soy ni cliente de ustedes y al día recibo entre llamadas cortada y recibidas de diferentes número más de 15 llamadas hasta las 11 de la noche!! Estoy arta!! Son unos abusivos!!,Chavelita91
50,2021-07-28 22:53:35+00:00,1420517820996202497,@EntelPeru Saber que Keiko no va a ser nuestra presidenta nunca #LovePorElPeru,NatyBTS30
51,2021-07-28 22:52:26+00:00,1420517531438260225,@OSIPTEL @EntelPeru Gracias,victormarinr
52,2021-07-28 22:46:50+00:00,1420516124123336704,@EntelPeru y otras más siguen el mismo formato https://t.co/13eCMs3el0,chiarellacardo
53,2021-07-28 22:19:06+00:00,1420509144730251266,"@EntelPeru en serio hasta feriado envían mensajes? Su señal es pésima, como quieren que les compre más líneas? Ya basta de enviar mensajes no deseados.",LuisMedinaSir
54,2021-07-28 21:47:26+00:00,1420501175342878723,@EntelPeru #LovePorElPeru  por su gente talentosa. Por todos los que realmente se ponen la camiseta. Sueño que algún día no existan más conflictos entre peruanos,Raul_Lima_C
55,2021-07-28 21:45:49+00:00,1420500766469541893,"@EntelPeru Por su biodiversidad, arte, historia y su deliciosa comida 💜
#LovePorElPeru",HaruLuna2
56,2021-07-28 21:13:43+00:00,1420492690119135233,@EntelPeru déjame cancelar el servicio!!!! ningún operador contesta https://t.co/RXlYjVh94K,natmikani
57,2021-07-28 20:34:23+00:00,1420482791494594561,"@EntelPeru #LovePorElPeru mejor en castellano, tengo amor por el Peru por su inmesa cultura a traves de la danza y trajes maravillosos, de esta increible tierra del sol.",_qmariya
58,2021-07-28 19:56:53+00:00,1420473355287810050,"@EntelPeru @OSIPTEL por favor Pedir que @EntelPeru  cumpla el ofrecimiento que me hace su call center de llamarme, ya que para poder escribir esto tengo que pedir internet prestado, no se da cuenta @EntelPeru lo que implica suspender un servicio????",victormarinr
59,2021-07-28 19:30:07+00:00,1420466616563798031,@EntelPeru Viva el Perú!!!😍🇵🇪,SAYSAYSAYSA
60,2021-07-28 19:29:00+00:00,1420466337172885510,Se me sale la lágrima con los comerciales por el bicentenario de @EntelPeru y @MibancoPE,_luciablue
61,2021-07-28 19:25:26+00:00,1420465439491170306,"Mas de un mes sin servicio y @EntelPeru nada que responde mis reclamos, no me deja migrar mi linea @OSIPTEL que hago??",victormarinr
62,2021-07-28 19:20:58+00:00,1420464315413504014,"Tengo 2 lineas con @EntelPeru al dia en pagos y a pesar de eso desde el 2 de julio me han suspendido el servicio en una linea, no me dejam dsrle de baja ni reactivan servicio ni puedo migrar, que hago??",victormarinr
63,2021-07-28 19:11:34+00:00,1420461948966211591,"@EntelPeru #LovePorElPeru me hincha el pecho de orgullo mi familia, ahora nuestro presidente no se pero admiro su valor, enfrentarse a los mafiosos corruptitos es poner precio a tu cabeza, y admiro politicos que ejercen trabajo pensando en los demás, lo que ellos hacen será nuestro futuro",SAYSAYSAYSA
64,2021-07-28 19:05:04+00:00,1420460314085240835,@EntelPeru #LovePorElPeru me encantaron,SAYSAYSAYSA
65,2021-07-28 19:04:32+00:00,1420460181469728769,@EntelPeru Me encanta este comercial 🤩🤩🌹,SAYSAYSAYSA
66,2021-07-28 18:47:51+00:00,1420455982061309956,@JaimeChincha Diles esos pues a @MovistarPeru @ClaroPeru @bitelperu  y @EntelPeru,DJRAW2009
67,2021-07-28 18:46:13+00:00,1420455569417113603,@EntelPeru Que a pesar de las dificultades salimos adelante #LovePorElPerú,clau_mora5
68,2021-07-28 18:29:53+00:00,1420451461817933824,SRES @EntelPeru realmente me tienen harto con los mensajes que recibo de parte de uds!!! @IndecopiOficial solicito ayuda para denuncia por #acoso,rodolfopendejo
69,2021-07-28 18:23:44+00:00,1420449910781059074,@EntelPeru hoy atienden reclamos de forma virtual ?? Llamo y no me atienden...,0rnelafunk
70,2021-07-28 18:15:36+00:00,1420447867815215104,"@enzochaparro @wininternetpe @MovistarPeru @ClaroPeru @Americatel @EntelPeru nos conformamos que haya buen servicio y un mejor precio. Ah, y una mayor supervisión porque parecemos desamparados",markofelix
71,2021-07-28 18:08:03+00:00,1420445963760635906,"Jajjajaja
Adiós @ClaroPeru @MovistarPeru @EntelPeru y todos los demás https://t.co/XGZP6ceW9E",cubaeliz
72,2021-07-28 17:53:04+00:00,1420442194838757377,@DomingoFloresR @wininternetpe @MovistarPeru @ClaroPeru @Americatel @EntelPeru Efectivamente,enzochaparro
73,2021-07-28 17:40:42+00:00,1420439083147534337,@EntelPeru @UTECuniversidad @nokia @JorgeMoriV @minedu Con el nuevo gobierno Pronto el internet sera un derecho y no un servicio🥲,bzmancasi
74,2021-07-28 17:38:05+00:00,1420438423677120517,@enzochaparro @wininternetpe @MovistarPeru @ClaroPeru @Americatel @EntelPeru Ellos felices. Quien va a instalar eso y a ganar dinero por hacerlo y por mantenerlo?,DomingoFloresR
75,2021-07-28 17:34:57+00:00,1420437634808225801,"Castillo anuncia que en su Gobierno el Internet será un derecho de todos los peruanos, no un servicio. Ojo @wininternetpe @MovistarPeru @ClaroPeru @Americatel @EntelPeru etc.",enzochaparro
76,2021-07-28 17:34:17+00:00,1420437466763468805,"""Internet será un derecho, no un servicio"" te hablan @MovistarPeru @EntelPeru @ClaroPeru",teresalayamari
77,2021-07-28 17:34:07+00:00,1420437427982938115,"Internet un derecho no servicio
Jajajajajajajajaja
@ClaroArgentina
@EntelPeru @MovistarPeru @bitelperu q opinan",sangreazvl1901
78,2021-07-28 15:42:59+00:00,1420409458337980426,"@EntelPeru Orgullosa de nuestro patrimonio histórico y cultural, es inigualable, además tenemos a una de las nuevas maravillas del mundo como Machu Picchu, imposible no sentir #LovePorElPerú",Artemisa_DAB
79,2021-07-28 14:15:58+00:00,1420387562053591043,@EntelPeru Mmmmm esta es la 4g de entel? https://t.co/6icHX2D3SP,neto_ie
80,2021-07-28 14:08:03+00:00,1420385569486540804,"@EntelPeru Yo pregunto. Para los Peruanos, quien liberto al Perú, porque tengo entendido que fue Simón Bolívar, junto con Antonio José de Sucre, quienes libraron las batallas que expulsaron definivamente a los españoles de estas tierras",MedardoMndez3
81,2021-07-28 12:39:18+00:00,1420363233014206470,"@EntelPeru Sentimos #LovePorElPeru, porque nacimos en una tierra bendita, llena de riquezas inigualables, con gente generosa, con hijos nobles, que con guitarra, cajón o cucharón, hacen latir grandemente nuestro corazón. #FelizBicentenario para todos, dentro y fuera de la patria.",WalterHuaynates
82,2021-07-28 07:05:24+00:00,1420279206089531396,"@EntelPeru Hincho mi pecho por el Perú cuando se menciona nuestra gastronomía, música, arte, tantas cosas de las que debemos estar orgullosos hoy y siempre 🇵🇪🇵🇪 #LovePorElPerú",PatrickSaaved15
83,2021-07-28 07:04:34+00:00,1420278994054926337,"@EntelPeru Por qué ser peruano es ser lo mejor de lo mejor #LovePorElPerú , saludos desde la Sierra liberteña :) https://t.co/dpttTsTnKI",PatrickSaaved15
84,2021-07-28 07:00:18+00:00,1420277921768423424,"@EntelPeru Es tarde, pero mas vale tarde que nunca... Perú país maravilloso, donde nuestro legado cultural gobierna el mundo.. Este es el verdadero orgullo. ✌️🇵🇪🇵🇪
#LovePorElPerú",Luckykook4
85,2021-07-28 06:32:33+00:00,1420270938625617921,"@EntelPeru Jajajaj sí. Tienen meses resolviendo el problema. 
Sinvergüenzas.",EmmySpiers
86,2021-07-28 06:32:01+00:00,1420270805305499649,@EntelPeru #LovePorElPerú mi motivo es cocinar los domingos con mi mamá y recopilar las recetas que unen a 2 generaciones con el sazón piurano de mi abuela y ayacuchano de mi otra abuela.,QuesoCheddar22
87,2021-07-28 06:26:28+00:00,1420269406081458177,"@EntelPeru Entel una basura su internet.
Listos para irnos toda la familia con otra empresa. No solo internet hogar, también telefonía celular.",EmmySpiers
88,2021-07-28 05:49:27+00:00,1420260092042166272,@EntelPeru De que es un país con gente muy solidaria y la riqueza de su flora y fauna en todo su territorio,Edito03590577
89,2021-07-28 05:04:01+00:00,1420248656373067776,"@EntelPeru  tengo un problema, al parecer alguien ha sacado un número con mi nombre, yo nunca he adquirido sus servicios y hoy me llegó un recibo; acabo de revisar en su portal y efectivamente un número figura a mi nombre, quisiera me puedan orientar al respecto",bsjf95
90,2021-07-28 03:04:38+00:00,1420218613533974534,"@EntelPeru Amo tanto a mi país por su música, su comida, sus paisajes y sobre todo a la familia y su gente. TE AMO PERÚ #LovePorElPeru",EddyEdilmera
91,2021-07-28 02:56:03+00:00,1420216452611719171,"@EntelPeru Amo tanto a mi país por su música, su comida, sus paisajes y sobre todo a la familia y su gente. TE AMO PERÚ",EddyEdilmera
92,2021-07-28 02:46:50+00:00,1420214133610459137,@andredailyy @navywater @EntelPeru @andredailyy gracias por tu preferencia.🙌🏻,bitelperu
93,2021-07-28 02:25:00+00:00,1420208640657707008,"@EntelPeru Si, losé el ceviche es el mejor☺️ pero todo la gastronomía del Perú es fabuloso 💜 es como llevarte al paraíso con solo un bocado de cada platillo 💜✨
🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀
#LovePorElPeru",min_yoongi_tw
94,2021-07-28 02:11:55+00:00,1420205348674285569,"@EntelPeru El ceviche es  mi vida 💜
#LovePorElPeru https://t.co/pRSktKiVEc",min_yoongi_tw
95,2021-07-28 01:34:54+00:00,1420196030721585152,"@yanvytet @OSIPTEL @EntelPeru Hola, Vytet. Revisaremos lo que indicas nos a fin de ayudarte. Para ello, envíanos tus datos al privado (DM) ✉️ donde podremos atenderte y brindarte todo el soporte que necesitas. Te esperamos. 👨‍💻",MovistarPeru
96,2021-07-28 01:33:20+00:00,1420195637346410496,@OSIPTEL como es posible que por culpa de @MovistarPeru no pueda migrar a @EntelPeru ? No han actualizado en el sistema que usan para verificar deudas pendientes el pago que hice el 22 de Julio por el recibo que vencía el 24. Espero puedan responder,yanvytet
97,2021-07-28 01:16:27+00:00,1420191387023257601,"@EntelPeru #LovePorElPeru Dios le cambio de nombre a la   Gloria y le puso PERÚ, CON SU CEVICHE,SUS ANTICUCHOS,SUS PICARONES, CON UN PISCO SOUR ESA ES MI TIERRA ESE ES MI PERÚ",JaimeAl22733525
98,2021-07-28 00:42:36+00:00,1420182870744879106,"Oye @EntelPeru estoy registrada en l plataforma de @IndecopiOficial “Gracias, no insista” y tus operadores me llaman 100 veces al día. 
Eso es acoso , BASTA!",DaniitzaKelly
99,2021-07-28 00:25:19+00:00,1420178519297073153,@EntelPeru El cacash,OscarRi54626072
100,2021-07-27 23:56:13+00:00,1420171195178180617,"@EntelPeru SU CEVICHE ,SUS ANTICUCHOS,SUS PICARONES, CUENTEN DE ESE PISCO SOUR ESA ES MI TIERRA ESE ES MI PERÚ",JaimeAl22733525
101,2021-07-27 23:54:07+00:00,1420170669178986499,"@EntelPeru En Francia el río Sena, en Francia y Suiza los Alpes, en Italia las pastas y las Pizzas, en España las tapas los Jamones.EN UN PAIS DONDE DIOS LE CAMBIO DE NOMBRE A LA GLORIA Y LE PUSO PERÚ, TENEMOS EL AMAZONAS, EL HUASCARAN, MACHU PICHU, OBSERVATORIO SOLAR DE CHANKILLO ,",JaimeAl22733525
102,2021-07-27 23:33:16+00:00,1420165421337096195,"@claushot @EntelPeru Me paso lo mismo la semana pasada, paro cuando le pedí al último señor que me llamó que por favor me saque de sus bases de datos, desde ese día ya no más llamadas uwu",callmepolexia
103,2021-07-27 23:27:47+00:00,1420164043264901121,"hola @EntelPeru, es mi primer día como cliente tuya y me han llamado ya 11 veces para pasarme cuando ya estoy con su servicio, pueden parar? https://t.co/i7v8r7d3OM",claushot
104,2021-07-27 23:02:23+00:00,1420157650298359814,@EntelPeru No hay nada q festejar solo esperar q algun militar se apiade del peru y haga un golpe de estado y saque a todas estas ratas miserables.,NelsonR11001807
105,2021-07-27 22:48:58+00:00,1420154272143052800,@EntelPeru Definitivamente la flora y fauna y nuestro máximo orgullo es Machu Picchu que es conocida a nivel mundial por ser una maravilla del mundo #LovePorElPerú ❤️🤍❤️,BrbaraChvez1
106,2021-07-27 22:38:43+00:00,1420151694223159299,@Rosario_Sasieta @MibancoPE Dra. El Comercial de Entel @EntelPeru también es muy bueno.,ladisanchezb
107,2021-07-27 22:10:24+00:00,1420144568364900358,"@claushot @EntelPeru Buenas tardes, estimada usuaria, por favor bríndanos los detalles de tu caso a través de un mensaje directo (DM) para poder ayudarte a encontrar una solución. Estamos siempre a tu disposición.",OSIPTEL
108,2021-07-27 21:09:57+00:00,1420129356387602463,"@EntelPeru Tener 1 Constitución q respete el medio ambiente, el país y el derecho de todos los peruanos a 1 educación de calidad, Salud Universal, 2 Sistemas d pensiones Publico y Privado Planificacion Urbana y poblacional, 0 invasiones,Trabajo, 0 ambulantes todos con RUC y control previo",me182007
109,2021-07-27 21:03:15+00:00,1420127668683612160,@EntelPeru Hasta cuándo van a sabotear la web para que los clientes no puedan poner sus apelaciones o quejas @EntelPeru !!! ES EL COLMO! @OSIPTEL HASTA CUANDO SEGUIRÁN PINTADOS???? https://t.co/eTlu6ImnzD,dulce_decepcion
110,2021-07-27 20:09:31+00:00,1420114145391923201,@EntelPeru #LovePorElPerú la gastronomía de mi querido Perú 🇵🇪🎉🎉 aparte de toda la hermosa cultura que hay en este país 👀🥳,ennsaturno
111,2021-07-27 19:31:50+00:00,1420104661722349579,"@ClaroPeru @IndecopiOficial @Real_Plaza PD. Cambiaré de Operador y no quiero que me llamen a cada rato a pedir que me quedé con uds. Que te damos más GB, que menor precio, etc etc. SE VAN A LA MISA @ClaroPeru  CC. @IndecopiOficial  @MovistarPeru  @entel Chileno avísale a @entelperu que me desbloquee SOY CLIENTE DE UDS.",1tiradorselecto
112,2021-07-27 18:47:09+00:00,1420093419389603842,@EntelPeru #LovePorElPerú en la U.....,glennkarlo
113,2021-07-27 17:42:23+00:00,1420077119703560192,"@EntelPeru Hablar de mi país me llena de orgullo además  la gran gastronomía, como la fauna y la diversidad  cultural que se maneja es impresionante.A mi me hincha de amor todo de mi pure como lo digo  yo , estoy realmente  enamorada de mi país como Eva Ayllón  en su canción #LovePorElPeru",wiwijkjm
114,2021-07-27 17:37:55+00:00,1420075994061418499,"@EntelPeru Lo mismo de la vez pasada, ya les escribí",Lex_Kiu
115,2021-07-27 17:30:37+00:00,1420074158550134796,Srs de @EntelPeru cómo hago para que dejen de jod*R??? Ni siquiera se puede bloquear al remitente https://t.co/4R4H2KVfgS,Lex_Kiu
116,2021-07-27 17:27:03+00:00,1420073260406947843,@EntelPeru todo bien por casa? Tu red está cada vez peor 😪,dmcdlc
117,2021-07-27 17:20:00+00:00,1420071486212165639,"@EntelPeru Muy orgullosa de mi país y una de las razones es su gran biodiversidad. Somos un país con tanta diversidad de especies y espacios geográficos q el mundo se queda admirado e incluso su propia gente. Espero algún poder conocer toda esa riqueza de la q enorgullezco
#LovePorElPerú",rockysconfident
118,2021-07-27 17:14:38+00:00,1420070133679198208,"@EntelPeru acabo de pasar mi postpago con ustedes y no tengo señal, el repartidor me aseguró que no era necesario que active la línea porque desde hoy a las 00 horas ya tendría señal, y NO TENGO LÍNEA.  su atención atención WhatsApp toma horas, necesito usar mi teléfono",claushot
119,2021-07-27 17:03:58+00:00,1420067450272600067,"@EntelPeru #LovePorElPeru Porque a pesar de todo, siempre mostramos una sonrisa 😌🇵🇪",serangustiado
120,2021-07-27 16:44:58+00:00,1420062671076986883,"este tweet es todo!!
Se quejan del @BCPComunica  y les cayó a @EntelPeru  @bbva_peru @MovistarPeru ... noquiero seguir leyendo los comentarios porque terminará respondiendo el CM del San Joy Lao 😁😁😁😁 https://t.co/M3L2hqHlS9",tiago_leon29
121,2021-07-27 16:44:48+00:00,1420062626604797955,"@EntelPeru #LovePorElPeru  
Amo Perú, amo la gastronomía del Perú 💜💜💜💜",min_yoongi_tw
122,2021-07-27 16:37:32+00:00,1420060797846294529,@EntelPeru #LovePorElPerú Por su diversidad cultural 🇵🇪,Vero160202
123,2021-07-27 16:34:25+00:00,1420060014115528704,"@EntelPeru #LovePorElPerú  porque es una tierra única con su rica gastronomía, sus paisajes, su gente. Y eso se muestra cada vez que estamos fuera de nuestro país.  Creo que nuestro patriotismo y nuestra identidad, arde como nunca. 🔥 Soy mas peruano que el tocosh y el cuy chactado 🥳🇵🇪",alvaro10leandro
124,2021-07-27 16:31:51+00:00,1420059368092016641,@EntelPeru sres. No hay cobertura de Entel en la Provincia de Asunción en Ancash. A ver si le ponen un ojito.,Kexigo
125,2021-07-27 16:30:36+00:00,1420059052818804736,"@EntelPeru Nunca hubo INDEPENDENCIA para nosotros del pueblo, del campesino de la persona que busca su diario dia a dia, todas las fuerzas nuestras se lo llevan las mineras, los monopolios, los politicos , las instituciones corruptas, los corruptos y los ladrones de cuello y corbata.",VictorAlberca3
126,2021-07-27 16:28:06+00:00,1420058426114183182,"¿Qué será lo peor que diga @PedroCastilloTe este 28 de julio? 1)Asamblea constituyente para cambio de constitución 2)expropiación a empresarios 3)AFPs estatales 4)revisión de concesiones 5)vuelven Pescaperú, Aeroperú, EntelPerú 6) eliminar la educación privada. ¿Cuál será?",FreddyParejaCh
